url,publisher,date,retrieval_date,license_reuse,document_category,evidence_tier,confidence,used_as
https://www.niddk.nih.gov/health-information/kidney-disease/kidney-failure/what-is-kidney-failure,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-015
https://www.niddk.nih.gov/health-information/diagnostic-tests/a1c-test,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,a1c_education,federal-primary,high,EDU-016
https://www.niddk.nih.gov/health-information/kidney-disease/high-blood-pressure,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-017
https://medlineplus.gov/lab-tests/cholesterol-levels,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,lipids_cv,federal-primary,high,EDU-018
https://medlineplus.gov/diabetes.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-019
https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-problems/sexual-bladder-problems,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-020
https://www.niddk.nih.gov/health-information/diabetes/overview/what-is-diabetes/prediabetes-insulin-resistance,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,medications_safety,federal-primary,high,EDU-021
https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-problems/diabetic-eye-disease,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-022
https://www.niddk.nih.gov/health-information/kidney-disease/chronic-kidney-disease-ckd/managing,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-023
https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-problems/low-blood-glucose-hypoglycemia,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,hypoglycemia_hyperglycemia,federal-primary,high,EDU-024
https://medlineplus.gov/cholesterol.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,lipids_cv,federal-primary,high,EDU-025
https://www.niddk.nih.gov/health-information/kidney-disease/anemia,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-026
https://medlineplus.gov/highbloodpressure.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,hypertension,federal-primary,high,EDU-027
https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-problems/foot-problems,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-028
https://medlineplus.gov/diabetestype2.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-029
https://medlineplus.gov/anemia.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,cbc_anemia,federal-primary,high,EDU-030
https://www.niddk.nih.gov/health-information/diabetes/overview/managing-diabetes/continuous-glucose-monitoring,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-031
https://medlineplus.gov/lab-tests/hemoglobin-a1c-hba1c-test,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,a1c_education,federal-primary,high,EDU-032
https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-problems/gum-disease-dental-problems,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-033
https://medlineplus.gov/lab-tests/glomerular-filtration-rate-gfr-test,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-034
https://www.niddk.nih.gov/health-information/diagnostic-tests/a1c-test-race-ethnicity,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,a1c_education,federal-primary,high,EDU-035
https://www.niddk.nih.gov/health-information/diabetes/overview/tests-diagnosis,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-036
https://www.fda.gov/consumers/consumer-updates/4-medication-safety-tips-older-adults,U.S. Food and Drug Administration,"Wed, 05/20/2026 - 09:10",2026-08-24,public-domain-us-government,medications_safety,federal-primary,high,EDU-037
https://www.cdc.gov/vaccines/hcp/imz-schedules/adult-age.html,Centers for Disease Control and Prevention,2026-04-24T10:26:05-04:00,2026-08-24,public-domain-us-government,preventive_vaccines,federal-primary,high,EDU-038
https://medlineplus.gov/fattyliverdisease.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,liver_masld,federal-primary,high,EDU-039
https://www.cdc.gov/high-blood-pressure/about/index.html,Centers for Disease Control and Prevention,2026-06-02T14:55:23-04:00,2026-08-24,public-domain-us-government,hypertension,federal-primary,high,EDU-040
https://medlineplus.gov/lab-tests/liver-function-tests,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,liver_masld,federal-primary,high,EDU-041
https://medlineplus.gov/liverfunctiontests.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,liver_masld,federal-primary,high,EDU-042
https://www.cdc.gov/shingles/vaccines/index.html,Centers for Disease Control and Prevention,2025-08-21T10:55:05-04:00,2026-08-24,public-domain-us-government,preventive_vaccines,federal-primary,high,EDU-043
https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-problems/diabetic-kidney-disease,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-044
https://medlineplus.gov/chronickidneydisease.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-045
https://www.niddk.nih.gov/health-information/liver-disease/cirrhosis/treatment,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,liver_masld,federal-primary,high,EDU-046
https://medlineplus.gov/lab-tests/albumin-blood-test,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-047
https://medlineplus.gov/diabeticdiet.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,nutrition_lifestyle,federal-primary,high,EDU-048
https://medlineplus.gov/hypoglycemia.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,hypoglycemia_hyperglycemia,federal-primary,high,EDU-049
https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-problems/nerve-damage-diabetic-neuropathies/peripheral-neuropathy,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-050
https://www.niddk.nih.gov/health-information/kidney-disease/chronic-kidney-disease-ckd/what-is-chronic-kidney-disease,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-051
https://www.cdc.gov/diabetes/diabetes-complications/diabetes-and-vision-loss.html,Centers for Disease Control and Prevention,2024-06-10T10:26:48-04:00,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-052
https://www.niddk.nih.gov/health-information/kidney-disease/chronic-kidney-disease-ckd/prevention,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-053
https://medlineplus.gov/prediabetes.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,hypoglycemia_hyperglycemia,federal-primary,high,EDU-054
https://www.cdc.gov/diabetes/diabetes-complications/diabetes-and-your-feet.html,Centers for Disease Control and Prevention,2024-06-10T10:24:25-04:00,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-055
https://medlineplus.gov/hyperglycemia.html,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,hypoglycemia_hyperglycemia,federal-primary,high,EDU-056
https://medlineplus.gov/lab-tests/complete-blood-count-cbc,"MedlinePlus, National Library of Medicine",unknown-on-source-page,2026-08-24,public-domain-us-government,cbc_anemia,federal-primary,high,EDU-057
https://www.niddk.nih.gov/health-information/diabetes/overview/what-is-diabetes/type-2-diabetes,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-058
https://www.cdc.gov/diabetes/diabetes-complications/diabetes-and-your-heart.html,Centers for Disease Control and Prevention,2024-11-08T10:50:33-05:00,2026-08-24,public-domain-us-government,lipids_cv,federal-primary,high,EDU-059
https://www.niddk.nih.gov/health-information/kidney-disease/keeping-kidneys-safe,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,medications_safety,federal-primary,high,EDU-060
https://www.cdc.gov/pneumococcal/vaccines/index.html,Centers for Disease Control and Prevention,2026-02-25T11:43:34-05:00,2026-08-24,public-domain-us-government,preventive_vaccines,federal-primary,high,EDU-061
https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-problems/nerve-damage-diabetic-neuropathies/what-is-diabetic-neuropathy,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-062
https://www.cdc.gov/cholesterol/about/index.html,Centers for Disease Control and Prevention,2026-07-08T09:47:56-04:00,2026-08-24,public-domain-us-government,lipids_cv,federal-primary,high,EDU-063
https://www.cdc.gov/kidney-disease/about/index.html,Centers for Disease Control and Prevention,2025-09-11T10:04:21-04:00,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-064
https://www.cdc.gov/heart-disease/prevention/index.html,Centers for Disease Control and Prevention,2026-07-08T09:42:30-04:00,2026-08-24,public-domain-us-government,lipids_cv,federal-primary,high,EDU-065
https://www.niddk.nih.gov/health-information/kidney-disease/kidney-failure/eating-right,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-066
https://www.niddk.nih.gov/health-information/diabetes/overview/preventing-type-2-diabetes,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-067
https://www.cdc.gov/diabetes/caring/index.html,Centers for Disease Control and Prevention,2024-07-26T14:56:52-04:00,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-068
https://www.cdc.gov/diabetes/diabetes-testing/prediabetes-a1c-test.html,Centers for Disease Control and Prevention,2025-01-08T14:33:03-05:00,2026-08-24,public-domain-us-government,a1c_education,federal-primary,high,EDU-069
https://www.cdc.gov/cholesterol/prevention/index.html,Centers for Disease Control and Prevention,2026-03-13T11:30:51-04:00,2026-08-24,public-domain-us-government,lipids_cv,federal-primary,high,EDU-070
https://www.cdc.gov/medication-safety/about/index.html,Centers for Disease Control and Prevention,2024-11-18T11:11:00-05:00,2026-08-24,public-domain-us-government,medications_safety,federal-primary,high,EDU-071
https://www.fda.gov/drugs/drug-safety-and-availability,U.S. Food and Drug Administration,"Wed, 05/27/2026 - 15:49",2026-08-24,public-domain-us-government,medications_safety,federal-primary,high,EDU-072
https://www.cdc.gov/high-blood-pressure/prevention/index.html,Centers for Disease Control and Prevention,2026-03-13T13:28:52-04:00,2026-08-24,public-domain-us-government,hypertension,federal-primary,high,EDU-073
https://www.niddk.nih.gov/health-information/liver-disease/nafld-nash/diagnosis,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,liver_masld,federal-primary,high,EDU-074
https://www.cdc.gov/diabetes/treatment/index.html,Centers for Disease Control and Prevention,2024-06-05T12:43:59-04:00,2026-08-24,public-domain-us-government,hypoglycemia_hyperglycemia,federal-primary,high,EDU-075
https://www.cdc.gov/tobacco/about/index.html,Centers for Disease Control and Prevention,2025-01-06T14:19:39-05:00,2026-08-24,public-domain-us-government,nutrition_lifestyle,federal-primary,high,EDU-076
https://www.niddk.nih.gov/health-information/kidney-disease/chronic-kidney-disease-ckd/tests-diagnosis,"National Institute of Diabetes and Digestive and Kidney Diseases, NIH",unknown-on-source-page,2026-08-24,public-domain-us-government,kidney,federal-primary,high,EDU-077
https://www.cdc.gov/sleep/about/index.html,Centers for Disease Control and Prevention,2025-02-12T16:09:26-05:00,2026-08-24,public-domain-us-government,nutrition_lifestyle,federal-primary,high,EDU-078
https://www.cdc.gov/diabetes/risk-factors/index.html,Centers for Disease Control and Prevention,2024-06-04T10:24:06-04:00,2026-08-24,public-domain-us-government,diabetes_self_management,federal-primary,high,EDU-079
https://www.cdc.gov/physical-activity-basics/guidelines/index.html,Centers for Disease Control and Prevention,2025-12-04T09:55:35-05:00,2026-08-24,public-domain-us-government,nutrition_lifestyle,federal-primary,high,EDU-080
https://professional.diabetes.org/standards-of-care,American Diabetes Association,see-source,2026-08-24,citation-only,clinician_evidence,professional-guideline-citation,high,CIT-ADA-SOC
https://kdigo.org/guidelines/diabetes-ckd/,KDIGO,see-source,2026-08-24,citation-only,clinician_evidence,professional-guideline-citation,high,CIT-KDIGO-DM-CKD
https://www.acc.org/guidelines,American College of Cardiology / American Heart Association,see-source,2026-08-24,citation-only,clinician_evidence,professional-guideline-citation,high,CIT-ACC-AHA-BP
https://www.aasld.org/practice-guidelines,American Association for the Study of Liver Diseases,see-source,2026-08-24,citation-only,clinician_evidence,professional-guideline-citation,high,CIT-AASLD-MASLD
https://medlineplus.gov/ency/article/003640.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-001
https://medlineplus.gov/ency/patientinstructions/000087.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-002
https://medlineplus.gov/ency/article/003642.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-003
https://medlineplus.gov/ency/article/000313.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-004
https://medlineplus.gov/ency/article/003462.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-005
https://medlineplus.gov/ency/article/003475.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-006
https://medlineplus.gov/druginfo/meds/a682611.html,"American Society of Health-System Pharmacists (via MedlinePlus; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ASHP-007
https://medlineplus.gov/ency/article/003482.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-008
https://medlineplus.gov/ency/article/003468.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-009
https://medlineplus.gov/ency/patientinstructions/000086.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-010
https://medlineplus.gov/ency/article/000305.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-011
https://medlineplus.gov/ency/patientinstructions/000085.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-012
https://medlineplus.gov/ency/patientinstructions/000082.htm,"A.D.A.M., Inc. (via MedlinePlus Medical Encyclopedia; copyrighted, not redistributed)",see-source,2026-08-24,citation-only,clinician_evidence,citation,high,CIT-ADAM-013
